[34m[1mwandb[0m: Detected [huggingface_hub.inference, openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                                                                                                         
{'loss': 4.2311, 'grad_norm': 138.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.2441, 'grad_norm': 17.375, 'learning_rate': 1.7703763010408328e-05, 'epoch': 0.12}
{'loss': 0.2673, 'grad_norm': 5.6875, 'learning_rate': 1.7700560448358688e-05, 'epoch': 0.12}
{'loss': 0.2168, 'grad_norm': 8.75, 'learning_rate': 1.769735788630905e-05, 'epoch': 0.12}
{'loss': 0.3037, 'grad_norm': 7.9375, 'learning_rate': 1.769415532425941e-05, 'epoch': 0.12}
{'loss': 0.3209, 'grad_norm': 20.25, 'learning_rate': 1.769095276220977e-05, 'epoch': 0.12}
{'loss': 0.2453, 'grad_norm': 7.1875, 'learning_rate': 1.768775020016013e-05, 'epoch': 0.12}
{'loss': 0.2365, 'grad_norm': 6.8125, 'learning_rate': 1.768454763811049e-05, 'epoch': 0.12}
{'loss': 0.2954, 'grad_norm': 9.1875, 'learning_rate': 1.768134507606085e-05, 'epoch': 0.12}
{'loss': 0.2883, 'grad_norm': 8.0625, 'learning_rate': 1.7678142514011208e-05, 'epoch': 0.12}
{'loss': 0.3341, 'grad_norm': 11.75, 'learning_rate': 1.7674939951961572e-05, 'epoch': 0.12}
{'loss': 0.2801, 'grad_norm': 12.6875, 'learning_rate': 1.7671737389911932e-05, 'epoch': 0.12}
{'loss': 0.2578, 'grad_norm': 17.125, 'learning_rate': 1.7668534827862293e-05, 'epoch': 0.12}
{'loss': 0.2854, 'grad_norm': 7.0625, 'learning_rate': 1.766533226581265e-05, 'epoch': 0.12}
{'loss': 0.2864, 'grad_norm': 9.8125, 'learning_rate': 1.766212970376301e-05, 'epoch': 0.12}
{'loss': 0.2918, 'grad_norm': 10.5, 'learning_rate': 1.765892714171337e-05, 'epoch': 0.12}
{'loss': 0.3149, 'grad_norm': 6.375, 'learning_rate': 1.7655724579663735e-05, 'epoch': 0.12}
{'loss': 0.3136, 'grad_norm': 7.21875, 'learning_rate': 1.7652522017614092e-05, 'epoch': 0.12}
{'loss': 0.2604, 'grad_norm': 9.8125, 'learning_rate': 1.7649319455564452e-05, 'epoch': 0.12}
{'loss': 0.3076, 'grad_norm': 27.0, 'learning_rate': 1.7646116893514813e-05, 'epoch': 0.12}
{'loss': 0.2896, 'grad_norm': 5.46875, 'learning_rate': 1.7642914331465173e-05, 'epoch': 0.12}
{'loss': 0.2742, 'grad_norm': 11.875, 'learning_rate': 1.7639711769415534e-05, 'epoch': 0.12}
{'loss': 0.2681, 'grad_norm': 6.375, 'learning_rate': 1.7636509207365894e-05, 'epoch': 0.12}
{'loss': 0.2801, 'grad_norm': 8.25, 'learning_rate': 1.7633306645316255e-05, 'epoch': 0.12}
{'loss': 0.2882, 'grad_norm': 5.4375, 'learning_rate': 1.7630104083266615e-05, 'epoch': 0.12}
{'loss': 0.2796, 'grad_norm': 6.375, 'learning_rate': 1.7626901521216976e-05, 'epoch': 0.12}
{'loss': 0.3467, 'grad_norm': 13.6875, 'learning_rate': 1.7623698959167336e-05, 'epoch': 0.12}
{'loss': 0.2532, 'grad_norm': 5.84375, 'learning_rate': 1.7620496397117693e-05, 'epoch': 0.12}
{'loss': 0.4273, 'grad_norm': 26.125, 'learning_rate': 1.7617293835068057e-05, 'epoch': 0.12}
{'loss': 0.3679, 'grad_norm': 19.0, 'learning_rate': 1.7614091273018418e-05, 'epoch': 0.12}
{'loss': 0.3344, 'grad_norm': 20.75, 'learning_rate': 1.7610888710968778e-05, 'epoch': 0.12}
{'loss': 0.2929, 'grad_norm': 8.125, 'learning_rate': 1.7607686148919135e-05, 'epoch': 0.12}
{'loss': 0.2903, 'grad_norm': 6.9375, 'learning_rate': 1.7604483586869496e-05, 'epoch': 0.12}
{'loss': 0.3008, 'grad_norm': 5.3125, 'learning_rate': 1.7601281024819856e-05, 'epoch': 0.12}
{'loss': 0.3009, 'grad_norm': 18.0, 'learning_rate': 1.759807846277022e-05, 'epoch': 0.12}
{'loss': 0.2885, 'grad_norm': 13.375, 'learning_rate': 1.7594875900720577e-05, 'epoch': 0.12}
{'loss': 0.2628, 'grad_norm': 5.34375, 'learning_rate': 1.7591673338670937e-05, 'epoch': 0.12}
{'loss': 0.2781, 'grad_norm': 16.875, 'learning_rate': 1.7588470776621298e-05, 'epoch': 0.12}
{'loss': 0.3122, 'grad_norm': 20.5, 'learning_rate': 1.758526821457166e-05, 'epoch': 0.12}
{'loss': 0.2968, 'grad_norm': 5.96875, 'learning_rate': 1.758206565252202e-05, 'epoch': 0.12}
{'loss': 0.2878, 'grad_norm': 9.5, 'learning_rate': 1.757886309047238e-05, 'epoch': 0.12}
{'loss': 0.3115, 'grad_norm': 10.9375, 'learning_rate': 1.757566052842274e-05, 'epoch': 0.12}
{'loss': 0.3322, 'grad_norm': 13.0, 'learning_rate': 1.75724579663731e-05, 'epoch': 0.12}
{'loss': 0.2955, 'grad_norm': 5.3125, 'learning_rate': 1.756925540432346e-05, 'epoch': 0.12}
{'loss': 0.2345, 'grad_norm': 10.3125, 'learning_rate': 1.756605284227382e-05, 'epoch': 0.12}
{'loss': 0.255, 'grad_norm': 5.09375, 'learning_rate': 1.7562850280224182e-05, 'epoch': 0.12}
{'loss': 0.3798, 'grad_norm': 16.5, 'learning_rate': 1.7559647718174542e-05, 'epoch': 0.12}
{'loss': 0.2885, 'grad_norm': 8.0625, 'learning_rate': 1.7556445156124903e-05, 'epoch': 0.12}
{'loss': 0.3897, 'grad_norm': 31.5, 'learning_rate': 1.7553242594075263e-05, 'epoch': 0.12}
{'loss': 0.3072, 'grad_norm': 10.875, 'learning_rate': 1.755004003202562e-05, 'epoch': 0.12}
{'loss': 0.3411, 'grad_norm': 13.375, 'learning_rate': 1.754683746997598e-05, 'epoch': 0.12}
{'loss': 0.2566, 'grad_norm': 4.78125, 'learning_rate': 1.7543634907926345e-05, 'epoch': 0.12}
{'loss': 0.2898, 'grad_norm': 6.6875, 'learning_rate': 1.7540432345876705e-05, 'epoch': 0.12}
{'loss': 0.2805, 'grad_norm': 6.59375, 'learning_rate': 1.7537229783827062e-05, 'epoch': 0.12}
{'loss': 0.2667, 'grad_norm': 7.875, 'learning_rate': 1.7534027221777423e-05, 'epoch': 0.12}
{'loss': 0.2758, 'grad_norm': 8.4375, 'learning_rate': 1.7530824659727783e-05, 'epoch': 0.12}
{'loss': 0.2982, 'grad_norm': 13.1875, 'learning_rate': 1.7527622097678144e-05, 'epoch': 0.12}
{'loss': 0.2901, 'grad_norm': 4.9375, 'learning_rate': 1.7524419535628504e-05, 'epoch': 0.12}
{'loss': 0.2815, 'grad_norm': 6.8125, 'learning_rate': 1.7521216973578865e-05, 'epoch': 0.12}
{'loss': 0.2627, 'grad_norm': 7.3125, 'learning_rate': 1.7518014411529225e-05, 'epoch': 0.12}
{'loss': 0.2722, 'grad_norm': 6.75, 'learning_rate': 1.7514811849479585e-05, 'epoch': 0.13}
{'loss': 0.3047, 'grad_norm': 15.4375, 'learning_rate': 1.7511609287429946e-05, 'epoch': 0.13}
{'loss': 0.3105, 'grad_norm': 8.375, 'learning_rate': 1.7508406725380303e-05, 'epoch': 0.13}
{'loss': 0.2858, 'grad_norm': 10.25, 'learning_rate': 1.7505204163330667e-05, 'epoch': 0.13}
{'loss': 0.2582, 'grad_norm': 6.5, 'learning_rate': 1.7502001601281027e-05, 'epoch': 0.13}
{'loss': 0.329, 'grad_norm': 23.875, 'learning_rate': 1.7498799039231388e-05, 'epoch': 0.13}
{'loss': 0.191, 'grad_norm': 14.9375, 'learning_rate': 1.7495596477181745e-05, 'epoch': 0.13}
{'loss': 0.2756, 'grad_norm': 5.6875, 'learning_rate': 1.7492393915132105e-05, 'epoch': 0.13}
{'loss': 0.2328, 'grad_norm': 5.59375, 'learning_rate': 1.7489191353082466e-05, 'epoch': 0.13}
{'loss': 0.2166, 'grad_norm': 3.96875, 'learning_rate': 1.748598879103283e-05, 'epoch': 0.13}
{'loss': 0.3794, 'grad_norm': 21.875, 'learning_rate': 1.7482786228983187e-05, 'epoch': 0.13}
{'loss': 0.3105, 'grad_norm': 10.6875, 'learning_rate': 1.7479583666933547e-05, 'epoch': 0.13}
{'loss': 0.3052, 'grad_norm': 13.9375, 'learning_rate': 1.7476381104883908e-05, 'epoch': 0.13}
{'loss': 0.2227, 'grad_norm': 4.0, 'learning_rate': 1.7473178542834268e-05, 'epoch': 0.13}
{'loss': 0.3003, 'grad_norm': 9.8125, 'learning_rate': 1.746997598078463e-05, 'epoch': 0.13}
{'loss': 0.4247, 'grad_norm': 22.875, 'learning_rate': 1.746677341873499e-05, 'epoch': 0.13}
{'loss': 0.3201, 'grad_norm': 6.71875, 'learning_rate': 1.746357085668535e-05, 'epoch': 0.13}
{'loss': 0.2424, 'grad_norm': 4.625, 'learning_rate': 1.746036829463571e-05, 'epoch': 0.13}
{'loss': 0.2442, 'grad_norm': 5.375, 'learning_rate': 1.745716573258607e-05, 'epoch': 0.13}
{'loss': 0.2811, 'grad_norm': 8.0, 'learning_rate': 1.745396317053643e-05, 'epoch': 0.13}
{'loss': 0.2961, 'grad_norm': 5.65625, 'learning_rate': 1.7450760608486788e-05, 'epoch': 0.13}
{'loss': 0.2602, 'grad_norm': 7.375, 'learning_rate': 1.7447558046437152e-05, 'epoch': 0.13}
{'loss': 0.3137, 'grad_norm': 18.125, 'learning_rate': 1.7444355484387513e-05, 'epoch': 0.13}
{'loss': 0.2639, 'grad_norm': 4.84375, 'learning_rate': 1.7441152922337873e-05, 'epoch': 0.13}
{'loss': 0.2881, 'grad_norm': 9.0, 'learning_rate': 1.743795036028823e-05, 'epoch': 0.13}
{'loss': 0.2924, 'grad_norm': 9.375, 'learning_rate': 1.743474779823859e-05, 'epoch': 0.13}
{'loss': 0.2956, 'grad_norm': 6.21875, 'learning_rate': 1.7431545236188954e-05, 'epoch': 0.13}
{'loss': 0.3251, 'grad_norm': 14.0, 'learning_rate': 1.7428342674139315e-05, 'epoch': 0.13}
{'loss': 0.2895, 'grad_norm': 12.4375, 'learning_rate': 1.7425140112089672e-05, 'epoch': 0.13}
{'loss': 0.252, 'grad_norm': 5.8125, 'learning_rate': 1.7421937550040033e-05, 'epoch': 0.13}
{'loss': 0.2819, 'grad_norm': 5.53125, 'learning_rate': 1.7418734987990393e-05, 'epoch': 0.13}
{'loss': 0.3201, 'grad_norm': 13.6875, 'learning_rate': 1.7415532425940753e-05, 'epoch': 0.13}
{'loss': 0.3155, 'grad_norm': 6.90625, 'learning_rate': 1.7412329863891114e-05, 'epoch': 0.13}
{'loss': 0.2999, 'grad_norm': 5.59375, 'learning_rate': 1.7409127301841474e-05, 'epoch': 0.13}
{'loss': 0.2855, 'grad_norm': 11.375, 'learning_rate': 1.7405924739791835e-05, 'epoch': 0.13}
{'loss': 0.284, 'grad_norm': 5.625, 'learning_rate': 1.7402722177742195e-05, 'epoch': 0.13}
{'loss': 0.2777, 'grad_norm': 9.0625, 'learning_rate': 1.7399519615692556e-05, 'epoch': 0.13}
{'loss': 0.2806, 'grad_norm': 5.03125, 'learning_rate': 1.7396317053642916e-05, 'epoch': 0.13}
{'loss': 0.2783, 'grad_norm': 7.84375, 'learning_rate': 1.7393114491593277e-05, 'epoch': 0.13}
{'loss': 0.3542, 'grad_norm': 19.0, 'learning_rate': 1.7389911929543637e-05, 'epoch': 0.13}
{'loss': 0.2884, 'grad_norm': 8.1875, 'learning_rate': 1.7386709367493998e-05, 'epoch': 0.13}
{'loss': 0.2878, 'grad_norm': 5.34375, 'learning_rate': 1.7383506805444358e-05, 'epoch': 0.13}
{'loss': 0.2938, 'grad_norm': 4.3125, 'learning_rate': 1.7380304243394715e-05, 'epoch': 0.13}
{'loss': 0.2567, 'grad_norm': 6.96875, 'learning_rate': 1.7377101681345076e-05, 'epoch': 0.13}
{'loss': 0.2829, 'grad_norm': 5.09375, 'learning_rate': 1.737389911929544e-05, 'epoch': 0.13}
{'loss': 0.3161, 'grad_norm': 12.5, 'learning_rate': 1.73706965572458e-05, 'epoch': 0.13}
{'loss': 0.2728, 'grad_norm': 9.75, 'learning_rate': 1.7367493995196157e-05, 'epoch': 0.13}
{'loss': 0.2747, 'grad_norm': 4.65625, 'learning_rate': 1.7364291433146518e-05, 'epoch': 0.13}
{'loss': 0.2599, 'grad_norm': 5.625, 'learning_rate': 1.7361088871096878e-05, 'epoch': 0.13}
{'loss': 0.2669, 'grad_norm': 7.9375, 'learning_rate': 1.735788630904724e-05, 'epoch': 0.13}
{'loss': 0.2501, 'grad_norm': 5.84375, 'learning_rate': 1.73546837469976e-05, 'epoch': 0.13}
{'loss': 0.3384, 'grad_norm': 14.0, 'learning_rate': 1.735148118494796e-05, 'epoch': 0.13}
{'loss': 0.2666, 'grad_norm': 4.28125, 'learning_rate': 1.734827862289832e-05, 'epoch': 0.13}
{'loss': 0.2872, 'grad_norm': 8.1875, 'learning_rate': 1.734507606084868e-05, 'epoch': 0.13}
{'loss': 0.2093, 'grad_norm': 5.65625, 'learning_rate': 1.734187349879904e-05, 'epoch': 0.13}
{'loss': 0.3179, 'grad_norm': 13.375, 'learning_rate': 1.73386709367494e-05, 'epoch': 0.13}
{'loss': 0.3393, 'grad_norm': 16.25, 'learning_rate': 1.7335468374699762e-05, 'epoch': 0.13}
{'loss': 0.3062, 'grad_norm': 7.625, 'learning_rate': 1.7332265812650122e-05, 'epoch': 0.13}
{'loss': 0.2111, 'grad_norm': 7.96875, 'learning_rate': 1.7329063250600483e-05, 'epoch': 0.13}
{'loss': 0.2581, 'grad_norm': 4.5625, 'learning_rate': 1.7325860688550843e-05, 'epoch': 0.13}
{'loss': 0.314, 'grad_norm': 12.625, 'learning_rate': 1.73226581265012e-05, 'epoch': 0.13}
{'loss': 0.2695, 'grad_norm': 4.9375, 'learning_rate': 1.731945556445156e-05, 'epoch': 0.13}
{'loss': 0.3329, 'grad_norm': 12.0625, 'learning_rate': 1.7316253002401925e-05, 'epoch': 0.14}
{'loss': 0.2978, 'grad_norm': 5.28125, 'learning_rate': 1.7313050440352285e-05, 'epoch': 0.14}
{'loss': 0.295, 'grad_norm': 6.46875, 'learning_rate': 1.7309847878302642e-05, 'epoch': 0.14}
{'loss': 0.3102, 'grad_norm': 6.0625, 'learning_rate': 1.7306645316253003e-05, 'epoch': 0.14}
{'loss': 0.3056, 'grad_norm': 7.03125, 'learning_rate': 1.7303442754203363e-05, 'epoch': 0.14}
{'loss': 0.2777, 'grad_norm': 6.1875, 'learning_rate': 1.7300240192153724e-05, 'epoch': 0.14}
{'loss': 0.3352, 'grad_norm': 9.875, 'learning_rate': 1.7297037630104084e-05, 'epoch': 0.14}
{'loss': 0.2857, 'grad_norm': 6.3125, 'learning_rate': 1.7293835068054445e-05, 'epoch': 0.14}
{'loss': 0.2552, 'grad_norm': 5.3125, 'learning_rate': 1.7290632506004805e-05, 'epoch': 0.14}
{'loss': 0.3135, 'grad_norm': 15.0625, 'learning_rate': 1.7287429943955166e-05, 'epoch': 0.14}
{'loss': 0.2712, 'grad_norm': 9.625, 'learning_rate': 1.7284227381905526e-05, 'epoch': 0.14}
{'loss': 0.2793, 'grad_norm': 6.875, 'learning_rate': 1.7281024819855887e-05, 'epoch': 0.14}
{'loss': 0.2987, 'grad_norm': 12.3125, 'learning_rate': 1.7277822257806247e-05, 'epoch': 0.14}
{'loss': 0.3027, 'grad_norm': 9.1875, 'learning_rate': 1.7274619695756608e-05, 'epoch': 0.14}
{'loss': 0.2495, 'grad_norm': 5.875, 'learning_rate': 1.7271417133706968e-05, 'epoch': 0.14}
{'loss': 0.2903, 'grad_norm': 8.25, 'learning_rate': 1.7268214571657325e-05, 'epoch': 0.14}
{'loss': 0.337, 'grad_norm': 15.4375, 'learning_rate': 1.7265012009607686e-05, 'epoch': 0.14}
{'loss': 0.2951, 'grad_norm': 4.75, 'learning_rate': 1.726180944755805e-05, 'epoch': 0.14}
{'loss': 0.3322, 'grad_norm': 16.0, 'learning_rate': 1.725860688550841e-05, 'epoch': 0.14}
{'loss': 0.2889, 'grad_norm': 4.53125, 'learning_rate': 1.7255404323458767e-05, 'epoch': 0.14}
{'loss': 0.2747, 'grad_norm': 7.28125, 'learning_rate': 1.7252201761409128e-05, 'epoch': 0.14}
{'loss': 0.3152, 'grad_norm': 7.65625, 'learning_rate': 1.7248999199359488e-05, 'epoch': 0.14}
{'loss': 0.2819, 'grad_norm': 8.8125, 'learning_rate': 1.724579663730985e-05, 'epoch': 0.14}
{'loss': 0.2687, 'grad_norm': 4.375, 'learning_rate': 1.724259407526021e-05, 'epoch': 0.14}
{'loss': 0.2976, 'grad_norm': 8.9375, 'learning_rate': 1.723939151321057e-05, 'epoch': 0.14}
{'loss': 0.2602, 'grad_norm': 9.8125, 'learning_rate': 1.723618895116093e-05, 'epoch': 0.14}
{'loss': 0.2827, 'grad_norm': 4.78125, 'learning_rate': 1.723298638911129e-05, 'epoch': 0.14}
{'loss': 0.2983, 'grad_norm': 11.0, 'learning_rate': 1.722978382706165e-05, 'epoch': 0.14}
{'loss': 0.2858, 'grad_norm': 14.125, 'learning_rate': 1.722658126501201e-05, 'epoch': 0.14}
{'loss': 0.2898, 'grad_norm': 4.65625, 'learning_rate': 1.7223378702962372e-05, 'epoch': 0.14}
{'loss': 0.2842, 'grad_norm': 11.5625, 'learning_rate': 1.7220176140912732e-05, 'epoch': 0.14}
{'loss': 0.3015, 'grad_norm': 4.65625, 'learning_rate': 1.7216973578863093e-05, 'epoch': 0.14}
{'loss': 0.2831, 'grad_norm': 7.3125, 'learning_rate': 1.7213771016813453e-05, 'epoch': 0.14}
{'loss': 0.3048, 'grad_norm': 5.21875, 'learning_rate': 1.721056845476381e-05, 'epoch': 0.14}
{'loss': 0.275, 'grad_norm': 12.5625, 'learning_rate': 1.720736589271417e-05, 'epoch': 0.14}
{'loss': 0.2831, 'grad_norm': 4.34375, 'learning_rate': 1.7204163330664535e-05, 'epoch': 0.14}
{'loss': 0.2987, 'grad_norm': 4.8125, 'learning_rate': 1.7200960768614895e-05, 'epoch': 0.14}
{'loss': 0.3099, 'grad_norm': 8.5, 'learning_rate': 1.7197758206565252e-05, 'epoch': 0.14}
{'loss': 0.3431, 'grad_norm': 21.125, 'learning_rate': 1.7194555644515613e-05, 'epoch': 0.14}
{'loss': 0.2815, 'grad_norm': 6.28125, 'learning_rate': 1.7191353082465973e-05, 'epoch': 0.14}
{'loss': 0.2437, 'grad_norm': 5.75, 'learning_rate': 1.7188150520416334e-05, 'epoch': 0.14}
{'loss': 0.284, 'grad_norm': 4.65625, 'learning_rate': 1.7184947958366694e-05, 'epoch': 0.14}
{'loss': 0.2775, 'grad_norm': 6.59375, 'learning_rate': 1.7181745396317055e-05, 'epoch': 0.14}
{'loss': 0.3105, 'grad_norm': 5.25, 'learning_rate': 1.7178542834267415e-05, 'epoch': 0.14}
{'loss': 0.3043, 'grad_norm': 4.8125, 'learning_rate': 1.7175340272217776e-05, 'epoch': 0.14}
{'loss': 0.2868, 'grad_norm': 4.46875, 'learning_rate': 1.7172137710168136e-05, 'epoch': 0.14}
{'loss': 0.2628, 'grad_norm': 4.21875, 'learning_rate': 1.7168935148118497e-05, 'epoch': 0.14}
{'loss': 0.2702, 'grad_norm': 4.375, 'learning_rate': 1.7165732586068857e-05, 'epoch': 0.14}
{'loss': 0.2377, 'grad_norm': 6.75, 'learning_rate': 1.7162530024019218e-05, 'epoch': 0.14}
{'loss': 0.263, 'grad_norm': 5.0, 'learning_rate': 1.7159327461969578e-05, 'epoch': 0.14}
{'loss': 0.2803, 'grad_norm': 4.8125, 'learning_rate': 1.715612489991994e-05, 'epoch': 0.14}
{'loss': 0.2887, 'grad_norm': 7.5625, 'learning_rate': 1.7152922337870296e-05, 'epoch': 0.14}
{'loss': 0.2608, 'grad_norm': 4.375, 'learning_rate': 1.7149719775820656e-05, 'epoch': 0.14}
{'loss': 0.2789, 'grad_norm': 4.46875, 'learning_rate': 1.714651721377102e-05, 'epoch': 0.14}
{'loss': 0.2584, 'grad_norm': 4.71875, 'learning_rate': 1.714331465172138e-05, 'epoch': 0.14}
{'loss': 0.2591, 'grad_norm': 5.78125, 'learning_rate': 1.7140112089671738e-05, 'epoch': 0.14}
{'loss': 0.2633, 'grad_norm': 6.46875, 'learning_rate': 1.7136909527622098e-05, 'epoch': 0.14}
{'loss': 0.3445, 'grad_norm': 13.6875, 'learning_rate': 1.713370696557246e-05, 'epoch': 0.14}
{'loss': 0.317, 'grad_norm': 12.5, 'learning_rate': 1.7130504403522822e-05, 'epoch': 0.14}
{'loss': 0.3128, 'grad_norm': 12.75, 'learning_rate': 1.712730184147318e-05, 'epoch': 0.14}
{'loss': 0.2935, 'grad_norm': 5.3125, 'learning_rate': 1.712409927942354e-05, 'epoch': 0.14}
{'loss': 0.2856, 'grad_norm': 4.375, 'learning_rate': 1.71208967173739e-05, 'epoch': 0.14}
{'loss': 0.3052, 'grad_norm': 15.125, 'learning_rate': 1.711769415532426e-05, 'epoch': 0.14}
{'loss': 0.2736, 'grad_norm': 4.09375, 'learning_rate': 1.711449159327462e-05, 'epoch': 0.15}
{'loss': 0.2881, 'grad_norm': 4.65625, 'learning_rate': 1.7111289031224982e-05, 'epoch': 0.15}
{'loss': 0.3011, 'grad_norm': 5.90625, 'learning_rate': 1.7108086469175342e-05, 'epoch': 0.15}
{'loss': 0.2889, 'grad_norm': 4.59375, 'learning_rate': 1.7104883907125703e-05, 'epoch': 0.15}
{'loss': 0.2639, 'grad_norm': 5.40625, 'learning_rate': 1.7101681345076063e-05, 'epoch': 0.15}
{'loss': 0.2576, 'grad_norm': 4.78125, 'learning_rate': 1.7098478783026424e-05, 'epoch': 0.15}
{'loss': 0.2898, 'grad_norm': 7.625, 'learning_rate': 1.709527622097678e-05, 'epoch': 0.15}
{'loss': 0.2951, 'grad_norm': 7.59375, 'learning_rate': 1.7092073658927145e-05, 'epoch': 0.15}
{'loss': 0.2895, 'grad_norm': 10.0625, 'learning_rate': 1.7088871096877505e-05, 'epoch': 0.15}
{'loss': 0.2781, 'grad_norm': 4.65625, 'learning_rate': 1.7085668534827866e-05, 'epoch': 0.15}
{'loss': 0.2765, 'grad_norm': 8.625, 'learning_rate': 1.7082465972778223e-05, 'epoch': 0.15}
{'loss': 0.2651, 'grad_norm': 6.90625, 'learning_rate': 1.7079263410728583e-05, 'epoch': 0.15}
{'loss': 0.2728, 'grad_norm': 5.125, 'learning_rate': 1.7076060848678944e-05, 'epoch': 0.15}
{'loss': 0.2775, 'grad_norm': 4.96875, 'learning_rate': 1.7072858286629304e-05, 'epoch': 0.15}
{'loss': 0.3021, 'grad_norm': 7.34375, 'learning_rate': 1.7069655724579665e-05, 'epoch': 0.15}
{'loss': 0.2993, 'grad_norm': 8.6875, 'learning_rate': 1.7066453162530025e-05, 'epoch': 0.15}
{'loss': 0.3151, 'grad_norm': 9.25, 'learning_rate': 1.7063250600480386e-05, 'epoch': 0.15}
{'loss': 0.271, 'grad_norm': 5.34375, 'learning_rate': 1.7060048038430746e-05, 'epoch': 0.15}
{'loss': 0.221, 'grad_norm': 4.15625, 'learning_rate': 1.7056845476381106e-05, 'epoch': 0.15}
{'loss': 0.2748, 'grad_norm': 8.8125, 'learning_rate': 1.7053642914331467e-05, 'epoch': 0.15}
{'loss': 0.366, 'grad_norm': 18.125, 'learning_rate': 1.7050440352281827e-05, 'epoch': 0.15}
{'loss': 0.2785, 'grad_norm': 5.375, 'learning_rate': 1.7047237790232188e-05, 'epoch': 0.15}
{'loss': 0.2749, 'grad_norm': 4.78125, 'learning_rate': 1.704403522818255e-05, 'epoch': 0.15}
{'loss': 0.2334, 'grad_norm': 3.953125, 'learning_rate': 1.7040832666132905e-05, 'epoch': 0.15}
{'loss': 0.3545, 'grad_norm': 23.0, 'learning_rate': 1.7037630104083266e-05, 'epoch': 0.15}
{'loss': 0.3397, 'grad_norm': 17.25, 'learning_rate': 1.703442754203363e-05, 'epoch': 0.15}
{'loss': 0.3064, 'grad_norm': 4.84375, 'learning_rate': 1.703122497998399e-05, 'epoch': 0.15}
{'loss': 0.2837, 'grad_norm': 11.8125, 'learning_rate': 1.7028022417934347e-05, 'epoch': 0.15}
{'loss': 0.2708, 'grad_norm': 12.5625, 'learning_rate': 1.7024819855884708e-05, 'epoch': 0.15}
{'loss': 0.2811, 'grad_norm': 17.125, 'learning_rate': 1.702161729383507e-05, 'epoch': 0.15}
{'loss': 0.2717, 'grad_norm': 6.40625, 'learning_rate': 1.701841473178543e-05, 'epoch': 0.15}
{'loss': 0.3051, 'grad_norm': 13.0625, 'learning_rate': 1.701521216973579e-05, 'epoch': 0.15}
{'loss': 0.3443, 'grad_norm': 18.5, 'learning_rate': 1.701200960768615e-05, 'epoch': 0.15}
{'loss': 0.3716, 'grad_norm': 21.75, 'learning_rate': 1.700880704563651e-05, 'epoch': 0.15}
{'loss': 0.3488, 'grad_norm': 22.25, 'learning_rate': 1.700560448358687e-05, 'epoch': 0.15}
{'loss': 0.2677, 'grad_norm': 7.9375, 'learning_rate': 1.700240192153723e-05, 'epoch': 0.15}
{'loss': 0.2961, 'grad_norm': 5.53125, 'learning_rate': 1.699919935948759e-05, 'epoch': 0.15}
{'loss': 0.2563, 'grad_norm': 6.0, 'learning_rate': 1.6995996797437952e-05, 'epoch': 0.15}
{'loss': 0.2985, 'grad_norm': 11.625, 'learning_rate': 1.6992794235388313e-05, 'epoch': 0.15}
{'loss': 0.2914, 'grad_norm': 5.6875, 'learning_rate': 1.6989591673338673e-05, 'epoch': 0.15}
{'loss': 0.2726, 'grad_norm': 10.6875, 'learning_rate': 1.6986389111289034e-05, 'epoch': 0.15}
{'loss': 0.286, 'grad_norm': 7.78125, 'learning_rate': 1.698318654923939e-05, 'epoch': 0.15}
{'loss': 0.3078, 'grad_norm': 10.5, 'learning_rate': 1.6979983987189755e-05, 'epoch': 0.15}
{'loss': 0.2814, 'grad_norm': 13.0, 'learning_rate': 1.6976781425140115e-05, 'epoch': 0.15}
{'loss': 0.3025, 'grad_norm': 5.6875, 'learning_rate': 1.6973578863090475e-05, 'epoch': 0.15}
{'loss': 0.2563, 'grad_norm': 4.09375, 'learning_rate': 1.6970376301040833e-05, 'epoch': 0.15}
{'loss': 0.2578, 'grad_norm': 5.0625, 'learning_rate': 1.6967173738991193e-05, 'epoch': 0.15}
{'loss': 0.2606, 'grad_norm': 10.0, 'learning_rate': 1.6963971176941554e-05, 'epoch': 0.15}
{'loss': 0.3084, 'grad_norm': 8.375, 'learning_rate': 1.6960768614891917e-05, 'epoch': 0.15}
{'loss': 0.2842, 'grad_norm': 5.90625, 'learning_rate': 1.6957566052842274e-05, 'epoch': 0.15}
{'loss': 0.2545, 'grad_norm': 7.4375, 'learning_rate': 1.6954363490792635e-05, 'epoch': 0.15}
{'loss': 0.2727, 'grad_norm': 8.75, 'learning_rate': 1.6951160928742995e-05, 'epoch': 0.15}
{'loss': 0.3536, 'grad_norm': 22.25, 'learning_rate': 1.6947958366693356e-05, 'epoch': 0.15}
{'loss': 0.2647, 'grad_norm': 5.34375, 'learning_rate': 1.6944755804643716e-05, 'epoch': 0.15}
{'loss': 0.3132, 'grad_norm': 11.6875, 'learning_rate': 1.6941553242594077e-05, 'epoch': 0.15}
{'loss': 0.3441, 'grad_norm': 15.125, 'learning_rate': 1.6938350680544437e-05, 'epoch': 0.15}
{'loss': 0.326, 'grad_norm': 16.0, 'learning_rate': 1.6935148118494798e-05, 'epoch': 0.15}
